Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-03 00:00:00+05:30,97.01174160504443,107.29408649588053,95.23244643536667,95.59903717041016,141945858,0.0,0.0
2017-02-06 00:00:00+05:30,96.65410129440532,97.26210008292306,91.47716032136823,92.02256774902344,19796400,0.0,0.0
2017-02-07 00:00:00+05:30,92.09409431799043,92.62609323608619,89.52797755582218,90.01974487304688,11647314,0.0,0.0
2017-02-08 00:00:00+05:30,90.5740974228232,92.52773978661415,89.2955085372631,91.43244934082031,10684044,0.0,0.0
2017-02-09 00:00:00+05:30,91.64703017179313,91.97785879202532,90.05103348829577,90.3103256225586,4200156,0.0,0.0
2017-02-10 00:00:00+05:30,90.73504656611233,91.55763647378737,89.67998759955671,89.85881042480469,3787821,0.0,0.0
2017-02-13 00:00:00+05:30,90.21644456881401,90.3460906313043,89.27761724561985,89.57267761230469,4534749,0.0,0.0
2017-02-14 00:00:00+05:30,89.84986326403182,91.11056805804029,89.23291935450783,89.76939392089844,4616037,0.0,0.0
2017-02-15 00:00:00+05:30,89.59057628320396,90.2969285682865,87.4178670566865,87.7755126953125,4000185,0.0,0.0
2017-02-16 00:00:00+05:30,87.89174778520999,88.26727753688795,85.92469068942114,86.1839828491211,3511584,0.0,0.0
2017-02-17 00:00:00+05:30,86.81880355368418,87.44468646444743,86.19292678233835,86.47904205322266,2282085,0.0,0.0
2017-02-20 00:00:00+05:30,86.47905344018946,87.3016433939938,86.11246263725174,86.83222961425781,1796481,0.0,0.0
2017-02-21 00:00:00+05:30,87.1764729014503,88.95576238586973,86.88141243983975,88.00353240966797,3005523,0.0,0.0
2017-02-22 00:00:00+05:30,88.2506505891629,88.66853478534564,87.28905413057826,87.55416870117188,1224666,0.555556,0.0
2017-02-23 00:00:00+05:30,87.60359417965655,87.77883772616144,86.72288413043594,86.80376434326172,1080675,0.0,0.0
2017-02-27 00:00:00+05:30,86.45328314762664,87.05989404134678,85.59054847710446,85.74332427978516,1862262,0.0,0.0
2017-02-28 00:00:00+05:30,85.82870335269686,86.71390578278044,84.65591858403347,85.10076904296875,1903968,0.0,0.0
2017-03-01 00:00:00+05:30,84.92551906571516,85.73433353300769,83.75723287312923,83.94595336914062,2185749,0.0,0.0
2017-03-02 00:00:00+05:30,84.35038130761185,84.7008684855719,82.22948896871138,82.42720031738281,2698371,0.0,0.0
2017-03-03 00:00:00+05:30,82.22946607714833,82.40021730080849,79.66822240530371,80.04566955566406,7549470,0.0,0.0
2017-03-06 00:00:00+05:30,79.9827608831401,85.8017364070779,79.9827608831401,85.12322998046875,11163825,0.0,0.0
2017-03-07 00:00:00+05:30,85.73433424939708,86.70490914995229,84.12568993473502,84.3593521118164,4231584,0.0,0.0
2017-03-08 00:00:00+05:30,84.46718849568883,84.79071550452255,82.76418092549048,83.0248031616211,1737693,0.0,0.0
2017-03-09 00:00:00+05:30,83.02480019987195,86.36340579042594,82.44065714651022,84.9210205078125,6647049,0.0,0.0
2017-03-10 00:00:00+05:30,85.37486857167308,85.8152205444304,83.81115965491827,84.1706314086914,1745559,0.0,0.0
2017-03-14 00:00:00+05:30,85.82419824211456,86.27353478032526,84.47617011518976,84.9210205078125,2045439,0.0,0.0
2017-03-15 00:00:00+05:30,85.0468412302394,86.42182333628779,84.48516589631036,84.95697021484375,2616714,0.0,0.0
2017-03-16 00:00:00+05:30,85.37037310650891,85.58156136564067,84.74578679209391,84.94799041748047,1147203,0.0,0.0
2017-03-17 00:00:00+05:30,85.03336372979834,86.14772983807532,84.60199640307063,84.82666778564453,2831787,0.0,0.0
2017-03-20 00:00:00+05:30,85.37485739374394,85.37485739374394,84.02682923744109,84.32788848876953,1044504,0.0,0.0
2017-03-21 00:00:00+05:30,84.6019955526269,85.10525845721112,84.11670808628212,84.36833953857422,1899927,0.0,0.0
2017-03-22 00:00:00+05:30,84.4761785463721,84.4761785463721,83.66736405779882,83.97291564941406,1141722,0.0,0.0
2017-03-23 00:00:00+05:30,84.31442582433473,84.67389759194634,83.82463983300592,84.26050567626953,1176894,0.0,0.0
2017-03-24 00:00:00+05:30,84.44024336234224,85.67143450122846,84.11671629628037,84.93002319335938,2735424,0.0,0.0
2017-03-27 00:00:00+05:30,84.98394068643347,85.19513513015534,83.95045473671884,84.09424591064453,1183950,0.0,0.0
2017-03-28 00:00:00+05:30,84.37732439928953,84.83115947800988,84.13468375084689,84.40878295898438,830043,0.0,0.0
2017-03-29 00:00:00+05:30,84.44472402583187,87.35196256033636,84.20657570453241,85.49618530273438,4493691,0.0,0.0
2017-03-30 00:00:00+05:30,86.09830920198974,87.26660172311051,85.8287084569942,86.87567138671875,2619000,0.0,0.0
2017-03-31 00:00:00+05:30,86.97452350549759,88.16078524742838,86.72738435701925,87.85972595214844,2490912,0.0,0.0
2017-04-03 00:00:00+05:30,88.43038506127928,88.76289672040299,87.63055521607228,87.84174346923828,1166247,0.0,0.0
2017-04-05 00:00:00+05:30,88.59214147722227,89.05945964214519,87.89116731522014,88.01698303222656,1393713,0.0,0.0
2017-04-06 00:00:00+05:30,88.07090913038813,88.15179551667929,87.00147854886725,87.24412536621094,644769,0.0,0.0
2017-04-07 00:00:00+05:30,87.17223551045805,90.26370253702906,86.81276374844101,89.14484405517578,2326770,0.0,0.0
2017-04-10 00:00:00+05:30,89.41894059721172,93.00917813408708,89.41894059721172,92.57331848144531,4795848,0.0,0.0
2017-04-11 00:00:00+05:30,93.01366876205446,94.45156191164948,91.49040307859003,93.79103088378906,3087342,0.0,0.0
2017-04-12 00:00:00+05:30,94.00223059005218,94.79306975884549,92.12398525013089,94.1550064086914,2521710,0.0,0.0
2017-04-13 00:00:00+05:30,93.46300388048184,94.36168316871395,92.20484670619236,92.52837371826172,1269603,0.0,0.0
2017-04-17 00:00:00+05:30,92.11497656857435,92.46995597068789,90.587218678659,90.89726257324219,1314342,0.0,0.0
2017-04-18 00:00:00+05:30,91.57577412972238,91.57577412972238,89.54026093446925,89.66607666015625,913113,0.0,0.0
2017-04-19 00:00:00+05:30,90.22776776750987,91.1264472715399,88.78987439029585,89.89525604248047,1167201,0.0,0.0
